PROCSFUNCT|STRNUM|INUMBR|ITEMNO|IDESCR|ISTYLN|SNUMBR|GGSKU|IDEPT|ISDEPT|ICLAS|ISCLAS|DEPTNM|SDEPTNM|CLASNM|SCLASNM|MCHNUM|ASNUM|IVNDPN|IUPC|DSPNCD|ISTYPE|GIFTCARD|PHYGCCNTRY|IMFGR|ILCOD|ICUCST|ORIGN|REGPRC|SALPRC|OFFTXT|CA_ORIGN|CA_REGPRC|CA_SALPRC|CA_OFFTXT|BTCCOD|AVLFS|ONORD|SKUSDTW|SKUEDTW|SSNSDTW|SSNEDTW|SSTYLE|IDLGTH|IDWDTH|IDHGHT|IWGHT|IUCOD|SKUORG|SKUORGDES|ECCN|BUYFLAG|ADDTOCART|SALEFLAG|CLEARFLAG|PUBFLAG|BOFLAG|NEWFLAG|NEWARVLFLG|DROPSHPFLG|PRESALEFLG|SOLOSALE|RTLONHAND|RTLONLYFLG|HLDCOD|NAVIGATE|LIVEFLAG|FLAG1|FLAG2|FLAG3|FLAG4|FLAG5|FLAG6|BUYMSG|DUTY|WEBID|IMLAB1|IMLAB2|CA_BUYFLG|CA_SALEFLG|CA_CLRFLG|CA_PUBFLG|CA_BUYMSG|CA_FLAG1|CA_FLAG2|CA_FLAG3|CA_FLAG4|CA_FLAG5|CA_FLAG6|TRNSDT
C|701|1947300|42971800|ULTRA RIG UMBRELLA MOLD|47793|1947293||100|140|10|10|FISHING|FISHING ACCESS/EQUIP|FISHING ACCESS-BRANDED|MOLDS|F04|212738|3496|25724034964|A|01||||V|26.780|47.990|47.990|47.990||44.990|44.990|44.990||BTC0002|2|1|20121209|99999999|||TROKAR JIG MOLDS|10.8|2.3|2.5|24.400|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|1209110107|-|-|Y|N|N|Y|F|||||||
C|701|1947409|42975503|STICKY WORM|47801|1947406||100|135|20|40|FISHING|TERMINAL TACKLE|HOOKS|TREBBLE|F04|222420|CF27|746239080382|A|01||||V|1.240|2.290|2.290|2.290||2.490|2.490|2.490||BTC0002|2|12|20120909|99999999|||STICKY WORM|5.3|2.0|1.0|.300|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|6.50000|1208030451075|FLO. BLUE|6 2PK|Y|N|N|Y|F|||||||
C|701|1949328|42972403|OWNER SHAKY TYPE ULTRAHEAD|47794|1949320||100|135|70|30|FISHING|TERMINAL TACKLE|JIGHEADS|BRANDED JIGHEADS|F04|3510|5151GP-024|54831010608|A|01||||V|2.890|6.290|6.290|6.290||.000|.000|.000||BTC0002|172||20120826|99999999|||OWNER SHAKY TYPE ULTRAHEAD|3.3|2.5|.3|.500|G|JP|JAPAN|EAR99|Y|Y|N|N|Y|N|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|6.50000|1208100501198|GREEN PUMPKIN|1/8OZ 4PK 4/0|N|N|N|N||||||||
C|701|1949329|42972503|OWNER SHAKY TYPE ULTRAHEAD|47794|1949320||100|135|70|30|FISHING|TERMINAL TACKLE|JIGHEADS|BRANDED JIGHEADS|F04|3510|5151GP-034|54831010615|A|01||||V|3.100|6.290|6.290|6.290||.000|.000|.000||BTC0002|181||20120826|99999999|||OWNER SHAKY TYPE ULTRAHEAD|3.3|2.5|.5|.800|G|JP|JAPAN|EAR99|Y|Y|N|N|Y|N|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|6.50000|1208100501198|GREEN PUMPKIN|3/16OZ 4PK 4/0|N|N|N|N||||||||
C|701|1949398|26113344|WALLEYE SHAD|51464|1949397||100|133|70|26|FISHING|COLD WATER LURES|WALLEYE|SOFT PLASTICS BPS|F03|2592|BP3WSD15-83|33548326325|A|01||||B|1.350|4.190|4.190|4.190||5.290|5.290|5.290||BTC0002|||20121104|99999999|||WALLEYE SHAD|6.0|4.0|.5|2.000|A|US|UNITED STATES|EAR99|N|N|N|N|N|N|N|N|N|N|Y|Y|N||N|N|Y|N|N||N|||.00000|1208080452128|MOTOR OIL RD FL|3" 15PK|N|N|N|N||||||||1910
C|701|1949440|26113440|WALLEYE SNGL TAIL GRUB|51465|1949436||100|133|70|26|FISHING|COLD WATER LURES|WALLEYE|SOFT PLASTICS BPS|F03|2592|BP3WSTG15-1119|33548330513|A|01||||B|.750|3.190|3.190|3.190||3.690|3.690|3.690||BTC0002|||20121104|99999999|||WALLEYE SNGL TAIL GRUB|6.0|4.0|.5|1.200|A|US|UNITED STATES|EAR99|N|N|N|N|N|N|N|N|N|N|Y|Y|N||N|N|Y|N|N||N|||.00000|12080804521310|HT ORG/CHRT BEL|3"|N|N|N|N||||||||1910
C|701|1952729|42977900|BPS TWO STAGE KNIFE SHARPENER|47813|1952728||100|140|13|5|FISHING|FISHING ACCESS/EQUIP|FILLET|BPS FILLET KNIVES & ACC|F04|220717|5495|33548515866|A|01||||B|1.740|4.990|4.990|4.990||6.190|6.190|6.190||BTC0002|77|480|20121209|99999999|||BPS TWO STAGE KNIFE SHARPENER|7.0|5.0|1.5|2.100|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|6.50000|12081705414226|BLUE|3"|Y|Y|N|Y|F|||||||
C|701|1953300|89208000|THROWABLE DUCK DUMMY-ORANGE|428-41400|1953299||400|428|100|10|HUNTING|DOG TRAINING|TRAINING SUPPLIES|DUMMIES/LAUNCHERS|H04|219783|RH15126|33548419911|A|01||||R|4.850|14.990|14.990|14.990||17.990|17.990|17.990||BTC9503|15||20121028|20190421|||THROWABLE RUBBER DUCK DUMMY|12.5|5.5|4.5|9.500|A|CN|CHINA|EAR99|N|N|N|N|N|N|N|N|N|N|Y|Y|N||N|N|Y|N|N||N|||6.50000|12081805334043|ORANGE|MED-SIZED|N|N|N|N||||||||1916
C|701|1953301|89208100|THROWABLE DUCK DUMMY-WHITE|428-41400|1953299||400|428|100|10|HUNTING|DOG TRAINING|TRAINING SUPPLIES|DUMMIES/LAUNCHERS|H04|219783|RH15127|33548419973|A|01||||R|3.200|14.990|14.990|14.990||17.990|17.990|17.990||BTC9503|4||20121028|20190421|||THROWABLE RUBBER DUCK DUMMY|12.5|5.5|4.5|9.300|A|CN|CHINA|EAR99|N|N|N|N|N|N|N|N|N|N|Y|Y|N||N|N|Y|N|N||N|||6.50000|12081805334043|WHITE|MED-SIZED|N|N|N|N||||||||1916
C|701|1953833|43092403|ALUMINUM SLEEVE|77650|1953830||151|180|50|50|SALTWATER FISHING|TERMINAL|SWIVELS & CRIMPS|PL SWIVELS & CRIMPS|F04|202261|82059B|726439840597|A|01||||B|5.000|12.990|12.990|12.990||.000|.000|.000||BTC0002|6|12|20150104|99999999|||ALUMINUM SLEEVE|4.8|4.3|1.0|3.100|G|KR|KOREA, SOUTH|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|6.50000|8573|--|1.5MM 500PK|N|N|N|N||||||||
C|701|1953925|71535806|TAMIAMI II/BLACK/1X/ ***|658FL7278|1551103||650|658|40|1|WOMENS CLOTHING|COLUMBIA|TECHNICAL|FISHING TOPS|CL6|2981|1275702010|887253576069|A|01||||V|23.250|50.000|50.000|50.000||.000|.000|.000||BTC0143|||20160724|99999999|||L/S TAMIAMI II SHIRT|12.0|8.0|1.3|7.400|G|VN|VIETNAM|EAR99|N|N|N|N|N|N|N|N|N|N|Y|Y|N||N|N|Y|N|N||N|||18.00000|10200969|BLACK-010|1X|N|N|N|N||||||||
C|701|1954131|26114801|XPS MUSKIE SINGLE TAIL GRUB|42944|1954129||100|133|40|38|FISHING|COLD WATER LURES|MUSKY|BPS SOFT PLASTICS|F03|2592|XPS8MSTG4-03|33548446184|A|01||||B|1.590|4.190|4.190|4.190||5.290|5.290|5.290||BTC0002||36|20121104|99999999|||XPS MUSKIE SINGLE TAIL GRUB|7.0|3.8|.5|2.700|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||B|.00000|1208230532331|BLACK|8" 4PK|Y|N|N|Y|B|||||||
C|701|1954207|42998835|NICKEL-TITANIUM LEADER WIRE|77658|1954202||151|180|60|10|SALTWATER FISHING|TERMINAL|WIRE|WIRE|F04|222471|NT01215C|897721002013|A|01||||V|6.590|13.990|13.990|13.990||15.990|15.990|15.990||BTC0002|2|18|20130602|99999999|||NICKEL-TITANIUM LEADER WIRE|6.0|6.0|.5|.300|A|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|1305170641301|--|35LB|Y|N|N|Y|F|||||||
C|701|1954775|42980200|HYBRID ELEC KNIFE SHARPENER|143-06753|1063718|1790959|100|140|13|20|FISHING|FISHING ACCESS/EQUIP|FILLET|BRANDED ELECTRIC FILLET|F04|3432|0250100|87877102501|A|01||||V|28.130|59.990|59.990|59.990||69.990|69.990|69.990||BTC0002|7|4|20120930|99999999|||ELEC KNIFE SHARP|11.0|6.0|5.0|43.100|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|Y|N||N||F|.00000|1209040237|WHITE|3 STAGE|Y|N|N|Y|F|||||||
C|701|1955135|26114931|SHAD RAP 04|42945|1955116||100|133|70|24|FISHING|COLD WATER LURES|WALLEYE|BRAND MINNOWS|F03|2613|SR04HSH|22677211107|A|01||||V|5.080|8.290|6.790|6.790||10.490|8.490|8.490||BTC0002|4|3|20121223|99999999|||SHAD RAP 04|3.0|1.5|1.0|.400|G|EE|ESTONIA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|6.50000|2851|HOLO SHINER|1/8OZ 1-1/2"|Y|N|N|Y|F|||||||
C|701|1955147|26114943|SHAD RAP 04|42945|1955116||100|133|70|24|FISHING|COLD WATER LURES|WALLEYE|BRAND MINNOWS|F03|2613|SR04SFC|22677211220|A|01||||V|5.080|8.290|6.790|6.790||10.490|8.490|8.490||BTC0002|9|3|20121021|99999999|||SHAD RAP 04|3.3|1.5|1.0|.600|G|EE|ESTONIA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|6.50000|2851|SLVR FLO CHART|1/8OZ 1-1/2"|Y|N|N|Y|F|||||||
C|701|1955191|26115043|SHAD RAP 06|42946|1955160||100|133|70|24|FISHING|COLD WATER LURES|WALLEYE|BRAND MINNOWS|F03|2613|SR06SFC|22677211558|A|01||||V|5.080|8.290|6.790|6.790||10.490|8.490|8.490||BTC0002|4|3|20121021|99999999|||SHAD RAP 06|4.3|1.5|1.0|.600|G|EE|ESTONIA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|6.50000|285106|SLVR FLO CHART|1/4OZ 2-1/2"|Y|N|N|Y|F|||||||
C|701|1955205|26115273|SHAD RAP 07|42948|1955200||100|133|70|24|FISHING|COLD WATER LURES|WALLEYE|BRAND MINNOWS|F03|2613|SR07PTU|22677211640|A|01||||V|5.080|8.290|6.790|6.790||10.490|8.490|8.490||BTC0002|14|6|20121021|99999999|||SHAD RAP 07|4.3|1.8|1.0|.700|G|EE|ESTONIA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|6.50000|285107|PINK TIGER UV|5/16 OZ 2 3/4"|Y|N|N|Y|F|||||||
C|701|1956624|26115483|PADDLE TAIL GRUB|42953|1956620||100|133|70|26|FISHING|COLD WATER LURES|WALLEYE|SOFT PLASTICS BPS|F03|2592|BP3PTG12-83|33548523489|A|01||||B|1.550|4.190|4.190|4.190||5.290|5.290|5.290||BTC0002|12||20121104|99999999|||PADDLE TAIL GRUB|6.0|4.0|.5|1.200|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|N|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|1209010452071|MOTOROIL RED FK|3" 12PK|Y|N|N|Y|F|||||||
C|701|1958599|43440503|OIL|77027|1563368||100|135|50|10|FISHING|TERMINAL TACKLE|SCENTS|SCENTS/RATTLES|F04|219990|BO-GAR|23669006091|A|01||||V|3.830|7.990|7.990|7.990||8.990|8.990|8.990||BTC0002|16||20121223|99999999|||OIL|4.5|2.3|1.3|3.000|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|N|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|1209070506262|GARLIC PLUS|2 OZ|Y|N|N|Y|F|||||||
C|701|1958700|42982604|FINESSE DRAGON HEAD|77694|1958699||100|135|70|20|FISHING|TERMINAL TACKLE|JIGHEADS|BPS SPEC. JIGHEAD|F04|207938|FDH31840|335485736992|A|01||||B|2.470|4.290|4.290|4.290||5.390|5.390|5.390||BTC0002|48|72|20130106|99999999|||FINESSE DRAGON HEAD|5.5|3.0|1.0|1.100|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|1209070506475|GREEN PUMPKIN|1/8OZ 3PK|Y|N|N|Y|F|||||||
C|701|1958701|42982606|FINESSE DRAGON HEAD|77694|1958699||100|135|70|20|FISHING|TERMINAL TACKLE|JIGHEADS|BPS SPEC. JIGHEAD|F04|207938|FDH31440|335485737050|A|01||||B|2.470|4.290|4.290|4.290||5.390|5.390|5.390||BTC0002|97|72|20130106|99999999|||FINESSE DRAGON HEAD|5.5|3.0|1.0|1.100|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|1209070506475|GREEN PUMPKIN|1/4OZ 3PK|Y|N|N|Y|F|||||||
C|701|1961784|87208104|SH PANT|47992572|1961580||475|479|40|10|HUNTING CLOTHING|RH APPAREL|BOTTOMS|BASIC|HC1|220473|BPOM319|665398093128|F|01||||R|17.180|19.770|17.770|17.770||19.770|17.770|17.770||BTC9504|||20130120|99999999|||SH PANT|13.0|7.5|3.3|29.500|A|OM|OMAN|EAR99|N|N|N|N|N|N|N|N|N|N|Y|N|N||N|N|Y|N|N||N|||6.50000|12091805094021|BROWN CAMO|XL|N|N|N|N||||||||1914
C|701|1961990|28466996|ROOSTER TAIL|131-04027|1063128||100|133|50|60|FISHING|COLD WATER LURES|SALMON/TROUT|INLINE SPINNERS BRNDED|F03|3223|214CLY|42965528991|A|01||||V|2.100|3.790|3.290|3.290||4.790|4.490|4.490||BTC0002|26|12|20121028|99999999|||ROOSTER TAIL|5.0|2.0|.5|.500|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|61660|CLYDE|3/8OZ 1PK|Y|N|N|Y|F|||||||
C|701|1962001|28466896|ROOSTER TAIL|131-21324|1069376||100|133|50|60|FISHING|COLD WATER LURES|SALMON/TROUT|INLINE SPINNERS BRNDED|F03|3223|218CLY|42965529110|A|01||||V|2.620|4.990|4.990|4.990||4.990|4.990|4.990||BTC0002|23|12|20121028|99999999|||ROOSTER TAIL|6.3|2.0|1.0|1.300|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|1734|CLYDE|1OZ 1PK|Y|N|N|Y|F|||||||
C|701|1967006|10027400|ROD LGND EXT SPINNING|14273|1967002||100|110|20|20|FISHING|RODS|FRESHWATER SPINNING RODS|BRANDED SPINNING RODS|F01|212356|LXS610MLXF|780647079064|A|04||||V|192.000|399.990|399.990|399.990||499.990|499.990|499.990||BTC0002|2||20121125|99999999|||ROD-LGND EXT SPINNING|.0|.0|.0|.000|A|US|UNITED STATES|EAR99|Y|Y|N|N|Y|N|N|N|Y|N|Y|N|N||Y|N|Y|N|N||N||S|.00000|1210030521563|SPIN/ DELAY|6'10" ML 1PC|N|N|N|N||||||||
C|701|1967010|10029200|ROD-LGND EXT SPINNING|14273|1967002||100|110|20|20|FISHING|RODS|FRESHWATER SPINNING RODS|BRANDED SPINNING RODS|F01|212356|LXS70MHF2|780647078821|A|04||||V|211.200|439.990|439.990|439.990||549.990|549.990|549.990||BTC0002|||20121125|99999999|||ROD-LGND EXT SPINNING|.0|.0|.0|.000|A|US|UNITED STATES|EAR99|N|N|N|N|N|N|N|N|Y|N|Y|N|N||N|N|Y|N|N||N|||.00000|1210030521563|SPIN/ DELAY|7' MH 2PC|N|N|N|N||||||||
C|701|1967094|76317206|L/S NANO-D/GLACI/3XL/ ***|616WW27111|1967082||600|616|10|2|MENS CLOTHING|TECH|TOPS|KNITS|CL9|204828|616WW27111|799967392180|F|01||||B|13.550|34.990|34.990|11.070|SAVE $23|49.990|49.990|11.070|SAVE $38|BTC0143|||20130804|99999999|||L/S NANO-DRY CREW|12.0|7.0|1.5|11.100|A|JO|JORDAN|EAR99|N|N|N|Y|N|N|N|N|N|N|Y|Y|N||N|N|Y|N|N||N|||18.00000|12100305275831|GLACIER|3XL|N|N|Y|N||||||||1908
C|701|1973392|61452218|LUXURYMAP MATTRESS-LRG|356-TRCAMP|2433110||350|356|30|10|CAMPING|SLEEPING BAGS|SLEEPING PADS/AIR BEDS|SLEEPING PADS|C01|1188|9213|40818092132|A|01||||V|79.780|139.990|139.990|139.990||179.990|179.990|179.990||BTC0002|11||20130106|99999999|||TR CAMP|28.0|7.0|7.0|69.500|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|N|N|N|N|N|Y|Y|N||Y|N|Y|N|Y||N||F|.00000|12102605165111|ITALIAN PLUM|LARGE (77"X25")|Y|Y|N|Y|F|||||||
C|701|1973845|26119135|PRO MODEL 10XD|50643|1973837||100|130|20|10|FISHING|HARDBAITS|BRANDED HARDBAITS|BRANDED CRANKBAITS|F02|2593|HC10XD-535|51034221480|A|01||||V|8.950|15.990|15.990|15.990||18.490|18.490|18.490||BTC0002|15|12|20130113|99999999|||PRO MODEL 10XD|8.3|3.3|2.0|2.400|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|6.50000|1210300627296|BLK BK CHRT|4" 2OZ 1PK|Y|N|N|Y|F|||||||
C|701|1974420|26119400|260 PC WALLEYE ANGLER ASST KIT|51505|1974419||100|133|70|80|FISHING|COLD WATER LURES|WALLEYE|WALLEYE KITS|F03|2592|BPWAAK-260|92229419411|A|01||||B|17.740|34.990|34.990|34.990||39.990|39.990|39.990||BTC0002|1||20121230|99999999|||260 PC WALLEYE ANGLER KIT|11.0|7.0|2.0|35.100|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|N|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|1210310556504|ASST COLORS|260PC|Y|N|N|Y|F|||||||1920
C|701|1974904|63227633|TARGA 140 /DEVICE BINDING|315-13TARGA|1974903||300|320|30|20|WATER SPORTS|ACTION SPORTS|BOARDS|WAKEBOARDS|W01|3278|2172700|730918943938|A|01||||E|128.000|249.990|249.990|249.990||309.990|309.990|309.990||BTC0002|40|126|20130224|99999999|||TARGA 140 / DEVICE BINDING|58.0|20.5|8.0|304.000|G|AE|UNITED ARAB EMIRATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|Y||N||F|.00000|1211280550346|RED/WHT/BLK|140 CM|Y|N|N|Y|F|||||||
C|701|1975346|63265703|XPS JR NEOPRENE SPRING SUIT|315-13JRSPRING|1975342||300|315|40|10|WATER SPORTS|SWIM & DIVE|WET SUITS|SHORTY|W01|219907|BPJ708L|707702970883|A|01||||B|18.750|54.990|54.990|54.990||59.990|59.990|59.990||BTC2774||30|20130331|99999999|||XPS JR NEOPRENE SPRING SUIT|10.0|9.3|3.0|16.700|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||B|18.00000|1211070951165|BLACK/NITE BLUE|LARGE|Y|N|N|Y|B|||||||
C|701|1975597|87248601|RUSH72 BACKPACK|49717784|1975596||475|497|70|20|HUNTING CLOTHING|HUNT/TACTICAL PACKS|TACTICAL|BAGS|C04|220806|58602019|844802117784|A|01||||V|85.470|169.990|169.990|169.990||209.990|209.990|209.990||BTC9503|||20190120|99999999|||RUSH72 BACKPACK-DELAY|22.5|16.5|5.0|85.000|G|VN|VIETNAM|EAR99|N|N|N|N|N|N|N|N|N|N|Y|Y|N||N|N|Y|N|N||N|||6.50000|1211030547267|BLACK|23X13.5X8.5"|N|N|N|N||||||||
C|701|1980559|26120706|SLAB DOCKT'R|47898|1980553||100|132|20|30|FISHING|SOFTBAITS|BRANDED SOFTBAITS|BRANDED PANFISH PLASTICS|F02|100525|DR65-12|97817971517|A|01||||V|1.900|3.490|3.490|3.490||3.990|3.990|3.990||BTC0002|22|12|20121216|99999999|||SLAB DOCKT'R|6.0|2.3|.3|1.100|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|1211210700433|PEARL WHITE|2.5" 12PK|Y|N|N|Y|F|||||||
C|701|1984702|42987825|TROKAR SW BIG NASTY OCTOPUS|47911|1984698||151|180|40|10|SALTWATER FISHING|TERMINAL|HOOKS|HOOKS|F04|2650|TK11-5/0|47708736084|A|01||||V|6.020|12.990|12.990|12.990||14.290|14.290|14.290||BTC0002|6||20130324|99999999|||TROKAR SW BIG NASTY OCTOPUS|6.3|3.0|1.0|1.200|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|N|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|1212070545338|BLACK CHROME|5/0 11PK|Y|N|N|Y|F|||||||
C|701|1985725|53636600|BACKROADZ SUV/TRUCK TENT|||1791017|350|353|20|30|CAMPING|TENTS|TENTS/FAMILY TENTS|TRUCK TENTS|C01|205809|13100|774803131000|D|01||||V|130.000|229.990|229.990|229.990||279.990|279.990|279.990||BTC0002|||20121230|99999999|||MILLENNIAL GLOVE W/TT|29.0|11.0|11.0|368.000|A|CN|CHINA|EAR99|N|N|N|N|N|N|N|N|N|N|Y|Y|N||N|N|Y|Y|Y||N|||18.00000|12121105455514|9000|4 PERSON TENT|N|N|N|N||||||||1916
C|701|1985764|89200302|GENESIS KIT|436-42283|1079493||400|436|10|30|HUNTING|ARCHERY|BOWS|SETS|H01|214873|10927|859752000284|A|01||||V|145.000|219.990|219.990|219.990||269.990|269.990|269.990||BTC9519|1||20130414|99999999|||GENESIS KIT|41.0|17.0|4.0|132.000|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|N|N|N|N|N|Y|N|N||Y|N|Y|N|Y||N||F|.00000|10206577|LH/YELLOW|15-30"/10-20#|N|N|N|Y|E|||||||
C|701|1985781|26123331|SHRIMP|77729|1985780||151|175|65|10|SALTWATER FISHING|LURES|INSHORE HARD BAITS|BPS CRANK BAITS|F02|217489|OASHP-01|92229437590|A|01||||B|1.570|3.990|3.990|3.990||.000|.000|.000||BTC0002|11|6|20130310|99999999|||SHRIMP|6.5|2.0|1.0|.600|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|6.50000|1212120605572|BROWN|3.5" 1/2OZ 1PK|N|N|N|N||||||||
C|701|1985800|26123604|KNIFE JIG|77730|1985790||151|175|50|10|SALTWATER FISHING|LURES|METAL JIGS|BPS|F02|217489|OAKJ35-05|92229437729|A|01||||B|1.940|7.990|7.990|7.990||9.990|9.990|9.990||BTC0002|12|6|20130407|99999999|||KNIFE JIG|12.0|2.0|.5|7.700|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|6.50000|1212120605573|GOLD BLACK BACK|3.5OZ 6" 1PK|Y|N|N|Y|F|||||||
C|701|1985805|26123704|KNIFE JIG|77730|1985790||151|175|50|10|SALTWATER FISHING|LURES|METAL JIGS|BPS|F02|217489|OAKJ5-05|92229437774|A|01||||B|2.450|10.990|10.990|10.990||13.990|13.990|13.990||BTC0002|4|6|20130407|99999999|||KNIFE JIG|11.5|2.5|.5|5.700|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|6.50000|1212120605573|GOLD BLACK BACK|5 OZ 7" 1PK|Y|N|N|Y|F|||||||
C|701|1987227|70022941|MOTTLED BEADS|51517|1987202||100|133|50|50|FISHING|COLD WATER LURES|SALMON/TROUT|ACCESSORIES|F03|225368|MB50-10|878779004204|A|01||||V|2.050|4.490|3.990|3.990||4.990|4.990|4.990||BTC0002|3|12|20190317|99999999|||MOTTLED BEADS|3.8|2.3|.5|.300|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|24341|PEACHY KING ROE|10MM 15PK|Y|N|N|Y|F|||||||
C|701|1987688|87274803|ICON SOFTSHELL VEST-DELAY|49618500|1987687||475|496|70|60|HUNTING CLOTHING|BRANDED|TACTICAL|VESTS|HC1|222093|F54290X330L|788029418517|F|04||||V|28.430|59.990|59.990|59.990||74.990|74.990|74.990||BTC9504|||20121230|20190421|||ICON SOFTSHELL VEST-DELAY|.0|.0|.0|.000|A|PH|PHILIPPINES|EAR99|N|N|N|N|N|N|N|N|Y|N|Y|N|N||N|N|Y|N|N||N|||6.50000|12122006254618|OLIVE|L|N|N|N|N||||||||1917
C|701|1989325|26124713|BYA POPPIN PAD CRASHER|47917|1989321||100|132|20|27|FISHING|SOFTBAITS|BRANDED SOFTBAITS|BRANDED FROGS/TOPWATER|F02|2615|BYPPC3903|719339102476|A|01||||V|3.980|7.290|7.290|7.290||8.990|8.990|8.990||BTC0002||315|20130407|99999999|||POPPIN PAD CRASHER|5.5|2.5|1.5|1.100|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||B|6.50000|1301030715161|BULLFROG|2.25" 1/2OZ 1PK|Y|N|N|Y|B|||||||
C|701|1989682|24030225|RATTLIN PIXIE SPOON|133-56226|1083708||100|133|20|60|FISHING|COLD WATER LURES|SPOONS|BRANDED CASTING SPOONS|F03|2613|01-30R-340|27752118746|A|01||||V|2.960|5.990|5.990|5.990||7.290|7.290|7.290||BTC0002|-1||20130120|99999999|||RATTLIN PIXIE SPOON|7.0|2.0|1.0|.800|G|CN|CHINA|EAR99|N|N|N|N|N|N|N|N|N|N|Y|Y|N||N|N|Y|N|N||N|||6.50000|44645|FLUORESCENT CHA|1/2 OZ|N|N|N|N||||||||
C|701|1991183|27689454|PIXEE SPOON|51541|1991869||100|133|20|60|FISHING|COLD WATER LURES|SPOONS|BRANDED CASTING SPOONS|F03|2613|01-30-054IC|27752051227|A|01||||V|3.430|6.790|6.790|6.790||8.990|8.990|8.990||BTC0002|1|6|20130127|99999999|||PIXEE SPOON|6.8|2.0|1.0|.900|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|6.50000|2926|GRN TIGER/GRN|1/2 OZ|Y|N|N|Y|F|||||||
