PROCSFUNCT|STRNUM|INUMBR|ITEMNO|IDESCR|ISTYLN|SNUMBR|GGSKU|IDEPT|ISDEPT|ICLAS|ISCLAS|DEPTNM|SDEPTNM|CLASNM|SCLASNM|MCHNUM|ASNUM|IVNDPN|IUPC|DSPNCD|ISTYPE|GIFTCARD|PHYGCCNTRY|IMFGR|ILCOD|ICUCST|ORIGN|REGPRC|SALPRC|OFFTXT|CA_ORIGN|CA_REGPRC|CA_SALPRC|CA_OFFTXT|BTCCOD|AVLFS|ONORD|SKUSDTW|SKUEDTW|SSNSDTW|SSNEDTW|SSTYLE|IDLGTH|IDWDTH|IDHGHT|IWGHT|IUCOD|SKUORG|SKUORGDES|ECCN|BUYFLAG|ADDTOCART|SALEFLAG|CLEARFLAG|PUBFLAG|BOFLAG|NEWFLAG|NEWARVLFLG|DROPSHPFLG|PRESALEFLG|SOLOSALE|RTLONHAND|RTLONLYFLG|HLDCOD|NAVIGATE|LIVEFLAG|FLAG1|FLAG2|FLAG3|FLAG4|FLAG5|FLAG6|BUYMSG|DUTY|WEBID|IMLAB1|IMLAB2|CA_BUYFLG|CA_SALEFLG|CA_CLRFLG|CA_PUBFLG|CA_BUYMSG|CA_FLAG1|CA_FLAG2|CA_FLAG3|CA_FLAG4|CA_FLAG5|CA_FLAG6|TRNSDT
C|701|125900|86006700|MEC SM BOTTLE POWDER OR SHOT|409-87443|1091175||450|421|170|20|SHOOTING|SHOOTING/GUN ACCESSORIES|RELOADING ACCESSORIES|SHOTSHELL ACCESSORIES|H03|216284|301L13X|98489014670|A|01||||V|5.500|9.990|9.990|9.990||13.990|13.990|13.990||BTC9503|-1|12|20120826|99999999|||MEC LG CONTAINER PWDR OR SHOT|6.8|3.0|3.0|1.800|G|US|UNITED STATES|0B986|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||B|.00000|120829053247145|CLEAR|SMALL-6" HIGH|Y|N|N|Y|B|||||||
C|701|168345|25085201|NO=EQL SPOONS SW|175-21416|1069440||151|175|50|20|SALTWATER FISHING|LURES|METAL JIGS|BRAND|F02|220117|2|25664000203|A|01||||V|10.880|5.790|5.790|5.790||.000|.000|.000||BTC0002|10|24|20051113|99999999|||NO=EQL SPOONS SW|5.8|2.0|.5|1.000|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|8335|CHROME|1/2 OZ|N|N|N|N||||||||
C|701|168349|25085801|NO=EQL SPOONS SW|175-21416|1069440||151|175|50|20|SALTWATER FISHING|LURES|METAL JIGS|BRAND|F02|220117|3|25664000302|A|01||||V|4.050|6.990|6.990|6.990||.000|.000|.000||BTC0002|6|60|20050814|99999999|||NO=EQL SPOONS SW|5.8|2.0|.9|2.000|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|8335|CHROME|1 1/4 OZ|N|N|N|N||||||||
C|701|168354|25085802|NO=EQL SPOONS SW|175-21416|1069440||151|175|50|20|SALTWATER FISHING|LURES|METAL JIGS|BRAND|F02|220117|3B|25664000319|A|01||||V|4.740|8.990|8.990|8.990||.000|.000|.000||BTC0002|21|26|20050814|99999999|||NO=EQL SPOONS SW|7.0|3.6|1.0|2.000|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|8335|CHROME/WHT BKTL|1 1/4 OZ|N|N|N|N||||||||
C|701|168394|25085701|NO=EQL SPOONS SW|175-21416|1069440||151|175|50|20|SALTWATER FISHING|LURES|METAL JIGS|BRAND|F02|220117|4H|25664004409|A|01||||V|8.430|8.990|8.990|8.990||.000|.000|.000||BTC0002|4|24|20050814|99999999|||NO=EQL SPOONS SW|7.0|3.6|1.0|4.000|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|8335|CHROME|3 OZ|N|N|N|N||||||||
C|701|168469|49350832|TREBLE HOOK|135-34204|1076490||100|135|20|40|FISHING|TERMINAL TACKLE|HOOKS|TREBBLE|F04|3508|3551-BR-12/0-5|23534245051|A|01||||V|6.830|14.490|14.490|14.490||18.190|18.190|18.190||BTC0002|15|45|20050911|99999999|||TREBLE HOOK|5.1|3.0|2.0|2.460|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|1654|BRONZE|12/0 5PK|Y|N|N|Y|F|||||||
C|701|170538|48167001|MALIN LEADER WIRE|185-00431|1062238||151|180|60|10|SALTWATER FISHING|TERMINAL|WIRE|WIRE|F04|200469|LC4-42|92414004255|A|01||||V|.810|1.890|1.890|1.890||.000|.000|.000||BTC0002|10|72|20070923|99999999|||MALIN LEADER WIRE|7.3|7.0|.1|1.000|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|8581|COFFEE LC4-42|42 FT.|N|N|N|N||||||||
C|701|171331|42296000|50 YD LEADER SKEIN|180-02659|1062932||151|180|20|10|SALTWATER FISHING|TERMINAL|LEADERS|MONOFILAMENT|F04|2932|PCW5000060|43473530605|A|01||||V|3.290|6.990|6.990|6.990||8.790|8.790|8.790||BTC0002|-3|60|20050814|99999999|||50 YD. SKEIN-LEADER|5.7|5.7|.7|4.000|G|DE|GERMANY|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||B|7.00000|2355|CLEAR|60LB 50 YD|Y|N|N|Y|B|||||||
C|701|171332|42296200|50 YD LEADER SKEIN|180-02659|1062932||151|180|20|10|SALTWATER FISHING|TERMINAL|LEADERS|MONOFILAMENT|F04|2932|PCW5000080|43473530803|A|01||||V|3.800|7.990|7.990|7.990||9.990|9.990|9.990||BTC0002|15|100|20050821|99999999|||50 YD. SKEIN-LEADER|5.0|5.0|1.0|44.800|G|DE|GERMANY|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|7.00000|2355|CLEAR|80LB 50 YD|Y|N|N|Y|F|||||||
C|701|171333|42296400|50 YD LEADER SKEIN|180-02659|1062932||151|180|20|10|SALTWATER FISHING|TERMINAL|LEADERS|MONOFILAMENT|F04|2932|PCW5000100|43473530018|A|01||||V|4.330|9.490|9.490|9.490||11.990|11.990|11.990||BTC0002||20|20050814|99999999|||50 YD. SKEIN-LEADER|5.0|5.0|1.0|1.600|G|DE|GERMANY|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||B|7.00000|2355|CLEAR|100LB 50 YD|Y|N|N|Y|B|||||||
C|701|172839|49357625|O'SHAUGHNESSY HOOKS|185-37826|1078042||151|180|40|10|SALTWATER FISHING|TERMINAL|HOOKS|HOOKS|F04|3508|94151-BR-5/0-50|23534151703|A|01||||V|3.460|7.990|7.990|7.990||9.990|9.990|9.990||BTC0002|17|10|20050821|99999999|||O'SHAUGHNESSY HOOKS|3.7|2.5|1.1|3.260|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|380172836|BRONZE|5/0  50 PK|Y|N|N|Y|F|||||||
C|701|173839|24337804|TROLLING FEATHERS|175-27709|1073054||151|175|35|20|SALTWATER FISHING|LURES|TROLLING FEATHERS|BRANDED|F02|200574|ZF 4|723653104313|A|01||||V|5.760|11.990|11.990|11.990||.000|.000|.000||BTC0002|21|12|20050821|99999999|||TROLLING FEATHERS|7.6|1.0|1.0|2.000|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|8102|RED/WHITE/PINK|6" 1.5 OZ.|N|N|N|N||||||||
C|701|174686|28466129|ROOSTER TAIL|131-04027|1063128||100|133|50|60|FISHING|COLD WATER LURES|SALMON/TROUT|INLINE SPINNERS BRNDED|F03|3223|210-PKFL-P|42965408569|A|01||||V|2.020|3.790|3.290|3.290||4.790|4.490|4.490||BTC0002|17|24|20050821|99999999|||ROOSTER TAIL|5.0|1.9|.8|.320|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|46138|PINK FLO|1/6 OZ|Y|N|N|Y|F|||||||
C|701|176790|44517600|WEIGHTED FLOATS|185-14997|1065775||151|180|90|10|SALTWATER FISHING|TERMINAL|FLOATS|FLOATS|F04|3186|M80W-5RW|42621135310|A|01||||V|1.070|3.490|3.490|3.490||.000|.000|.000||BTC0002|59|24|20050828|99999999|||WEIGHTED FLOATS|7.0|3.5|1.5|2.000|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|7978|RED/WHITE|5"  2 PACK|N|N|N|N||||||||
C|701|177885|24052506|SLUG-GO|132-31727|1074583||100|132|20|26|FISHING|SOFTBAITS|BRANDED SOFTBAITS|BRANDED JERKBAITS|F02|200782|60610|725442606107|A|01||||V|3.840|7.790|7.790|7.790||8.990|8.990|8.990||BTC0002|10|18|20050821|99999999|||LUNKER CITY SLUGO|7.0|5.0|1.8|3.840|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|15698|ARK SHNR|6" 10 PK|Y|N|N|Y|F|||||||
C|701|177891|24052006|SLUG-GO|132-31727|1074583||100|132|20|26|FISHING|SOFTBAITS|BRANDED SOFTBAITS|BRANDED JERKBAITS|F02|200782|40610|725442406103|A|01||||V|3.290|6.990|6.990|6.990||7.990|7.990|7.990||BTC0002|23|12|20050821|99999999|||LUNKER CITY SLUGO|7.0|5.0|1.8|3.840|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|15698|ARK SHNR|4 1/2" 10PK|Y|N|N|Y|F|||||||
C|701|180379|28466639|ROOSTER TAIL|131-04027|1063128||100|133|50|60|FISHING|COLD WATER LURES|SALMON/TROUT|INLINE SPINNERS BRNDED|F03|3223|212-SNOW-P|42965409979|A|01||||V|2.020|3.790|3.290|3.290||4.790|4.490|4.490||BTC0002|33|24|20050814|99999999|||ROOSTER TAIL|5.0|1.9|.8|.480|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|46139|SNOW|1/4 OZ|Y|N|N|Y|F|||||||
C|701|180392|28466140|ROOSTER TAIL|131-04027|1063128||100|133|50|60|FISHING|COLD WATER LURES|SALMON/TROUT|INLINE SPINNERS BRNDED|F03|3223|210-MIDN-P|42965408521|A|01||||V|2.020|3.790|3.290|3.290||4.790|4.490|4.490||BTC0002||96|20051204|99999999|||ROOSTER TAIL|5.0|1.9|.8|.320|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||B|.00000|46138|MIDNIGHT|1/6 OZ|Y|N|N|Y|B|||||||
C|701|184238|49300528|BIGGAME TUNA HOOKS|185-20318|1069128||151|180|40|10|SALTWATER FISHING|TERMINAL|HOOKS|HOOKS|F04|3508|7691-DT-8/0-10|23534182424|A|01||||V|14.910|31.990|31.990|31.990||39.990|39.990|39.990||BTC0002|9|10|20050911|99999999|||BIGGAME TUNA HOOK|2.7|1.5|1.0|.900|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|380290525|DURATIN|8/0  10PK|Y|N|N|Y|F|||||||
C|701|184250|49310029|TARPON/TUNA HOOKS|185-20319|1069129||151|180|40|10|SALTWATER FISHING|TERMINAL|HOOKS|HOOKS|F04|3508|7692-DT-9/0-10|23534187740|A|01||||V|11.140|22.990|22.990|22.990||28.790|28.790|28.790||BTC0002|7|10|20050828|99999999|||TARPON/TUNA HOOKS|3.8|2.3|1.0|2.000|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|380184247|DURATIN|9/0  10PK|Y|N|N|Y|F|||||||
C|701|184257|49245025|O'SHAUGHNESSY HOOK|185-28602|1073459||151|180|40|10|SALTWATER FISHING|TERMINAL|HOOKS|HOOKS|F04|3508|3407-DT-5/0-100|23534056077|A|01||||V|8.230|18.490|18.490|18.490||23.190|23.190|23.190||BTC0002|11||20050814|99999999|||O'SHAUGHNESSY HOOK|2.8|1.5|1.0|2.000|G|CN|CHINA|EAR99|Y|Y|N|N|Y|N|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|8028|DURATIN|5/0-100|Y|N|N|Y|F|||||||
C|701|184337|49195621|O'SHAUGHNESSY HOOK|185-00609|1062379||151|180|40|10|SALTWATER FISHING|TERMINAL|HOOKS|HOOKS|F04|3508|94151-NI-1/0100|23534152779|A|01||||V|4.510|9.290|9.290|9.290||11.690|11.690|11.690||BTC0002|||99999999|99999999|||PT BENT O'SHAUGHNE|2.7|1.5|1.0|.900|S|CN|CHINA|EAR99|N|N|N|N|N|N|N|N|N|N|Y|Y|Y||N|N|Y|N|N||N|||.00000|380172836|!NICKEL|1/0 1OOPK|N|N|N|N||||||||
C|701|184351|49209322|O'SHAUGHNESSY HOOK|185-00612|1062382||151|180|40|10|SALTWATER FISHING|TERMINAL|HOOKS|HOOKS|F04|3508|9174-BR-2/0-100|23534120518|A|01||||V|5.680|11.490|11.490|11.490||14.390|14.390|14.390||BTC0002|19|10|20050814|99999999|||O'SHAUGHNESSY HOOK|2.7|1.5|1.0|.900|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|8041|BRONZE|2/0 100PK|Y|N|N|Y|F|||||||
C|701|184353|49209324|O'SHAUGHNESSY HOOK|185-00612|1062382||151|180|40|10|SALTWATER FISHING|TERMINAL|HOOKS|HOOKS|F04|3508|9174-BR-4/0-100|23534120624|A|01||||V|6.800|14.490|14.490|14.490||18.190|18.190|18.190||BTC0002|12|10|20050925|99999999|||O'SHAUGHNESSY HOOK|2.7|1.5|1.0|.900|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|8041|BRONZE|4/0 100PK|Y|N|N|Y|F|||||||
C|701|184361|49207822|O'SHAUSHNESY HOOKS|185-20439|1069183||151|180|40|10|SALTWATER FISHING|TERMINAL|HOOKS|HOOKS|F04|3508|9174-DT-2/0-50|23534189928|A|01||||V|3.180|6.990|6.990|6.990||8.790|8.790|8.790||BTC0002|23||20050821|99999999|||O'SHAUGHNESY HOOKS|3.8|1.5|1.2|1.680|G|CN|CHINA|EAR99|Y|Y|N|N|Y|N|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|8041|DURATIN|2/0 50PK|Y|N|N|Y|F|||||||
C|701|184955|45965001|RND BEND TREBLE HK|135-00727|1062469||100|135|22|40|FISHING|TERMINAL TACKLE|HOOKS - PRIVATE LABEL|TREBLE|F04|3521|309-1|33548187698|A|01||||B|1.300|3.790|3.790|3.790||3.790|3.790|3.790||BTC0002|16|20|20050814|99999999|||RND BEND TREBLE HK|3.8|3.0|.5|.220|G|FR|FRANCE|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|1778|BRONZE|1  10PK|Y|N|N|Y|F|||||||
C|701|185325|44377021|OSHAUGHNESSY HOOK|135-09811|1064264||100|135|20|50|FISHING|TERMINAL TACKLE|HOOKS|SPECIALTY|F04|2650|254 1/0|47708034302|A|01||||V|4.360|9.290|9.290|9.290||.000|.000|.000||BTC0002|13||20050925|99999999|||OSHAUGHNESSY HOOK|3.8|1.9|1.6|2.400|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|N|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|8052|SEAGUARD|1/0 100PK|N|N|N|N||||||||
C|701|185328|44377024|OSHAUGHNESSY HOOK|135-09811|1064264||100|135|20|50|FISHING|TERMINAL TACKLE|HOOKS|SPECIALTY|F04|2650|254 4/0|47708034333|A|01||||V|5.970|14.490|14.490|14.490||.000|.000|.000||BTC0002|9||20050821|99999999|||OSHAUGHNESSY HOOK|3.8|3.8|1.6|5.330|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|N|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|8052|SEAGUARD|4/0 100PK|N|N|N|N||||||||
C|701|185381|44582421|BAITHOLDER HOOKS|135-00728|1062470||100|135|20|50|FISHING|TERMINAL TACKLE|HOOKS|SPECIALTY|F04|2650|186FH-1/0|47708068567|A|01||||V|4.220|7.490|7.490|7.490||9.990|9.990|9.990||BTC0002|29|30|20050828|99999999|||BAITHOLDER HOOKS|3.8|1.9|.8|1.470|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|1302061413|BRONZE|1/0  50PK|Y|N|N|Y|F|||||||
C|701|185482|45533006|REG SHANK HOOKS|135-09805|1064261||100|135|20|50|FISHING|TERMINAL TACKLE|HOOKS|SPECIALTY|F04|2650|084FH-6|47708053792|A|01||||V|2.340|5.290|5.290|5.290||6.290|6.290|6.290||BTC0002|5|50|20051030|99999999|||REG SHANK HOOKS|1.9|1.9|.4|.430|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|10229959|BRONZE|6  50PK|Y|N|N|Y|F|||||||
C|701|185487|45533022|REG SHANK HOOKS|135-09805|1064261||100|135|20|50|FISHING|TERMINAL TACKLE|HOOKS|SPECIALTY|F04|2650|084FH-2/0|47708053846|A|01||||V|3.260|6.790|6.790|6.790||.000|.000|.000||BTC0002|10||20051106|99999999|||REG SHANK HOOKS|3.7|1.8|.8|2.000|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|N|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|10229959|BRONZE|2/0 40PK|N|N|N|N||||||||
C|701|185502|45557008|ABERDEEN HOOKS|135-00751|1062482||100|135|20|20|FISHING|TERMINAL TACKLE|HOOKS|ABERDEEN|F04|2650|202FH-8|47708056816|A|01||||V|2.660|5.990|5.990|5.990||6.790|6.790|6.790||BTC0002|55|15|20050821|99999999|||ABERDEEN HOOKS|5.4|2.9|.4|.580|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|10205495|GOLD|8   50PK|Y|N|N|Y|F|||||||
C|701|185505|45557002|ABERDEEN HOOKS|135-00751|1062482||100|135|20|20|FISHING|TERMINAL TACKLE|HOOKS|ABERDEEN|F04|2650|202FH-2|47708056779|A|01||||V|2.660|5.990|5.990|5.990||6.990|6.990|6.990||BTC0002|20|80|20050904|99999999|||ABERDEEN HOOKS|1.9|1.9|.8|.770|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|10205495|GOLD|2   50PK|Y|N|N|Y|F|||||||
C|701|185508|45557022|ABERDEEN HOOKS|135-00751|1062482||100|135|20|20|FISHING|TERMINAL TACKLE|HOOKS|ABERDEEN|F04|2650|202FH-2/0|47708056847|A|01||||V|2.850|6.490|6.490|6.490||7.790|7.790|7.790||BTC0002|44|30|20051002|99999999|||ABERDEEN HOOKS|3.8|1.9|.8|1.620|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|10205495|GOLD|2/0 40PK|Y|N|N|Y|F|||||||
C|701|185559|45820121|SNELLED BAITHOLDER|135-00757|1062485||100|135|20|30|FISHING|TERMINAL TACKLE|HOOKS|SNELLED|F04|2650|139 1/0|47708001922|A|01||||V|.750|2.190|2.190|2.190||2.690|2.490|2.490||BTC0002|-2|72|20060910|99999999|||SNELLED BAITHOLDER HOOK|9.8|2.2|.1|.300|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||B|.00000|10223410|BRONZE|1/0 6PK|Y|N|N|Y|B|||||||
C|701|185631|49509716|TREBLE HOOKS|135-14349|1065602||100|135|20|40|FISHING|TERMINAL TACKLE|HOOKS|TREBBLE|F04|2650|374TH-16|47708600330|A|01||||V|3.190|6.990|6.990|6.990||7.990|7.990|7.990||BTC0002|35|10|20051009|99999999|||TREBLE HOOKS|1.9|1.9|.4|1.000|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|1215201118|BRONZE|16 20PK|Y|N|N|Y|F|||||||
C|701|185653|58037214|LAZER TREBLE HOOK|135-00764|1062488||100|135|20|40|FISHING|TERMINAL TACKLE|HOOKS|TREBBLE|F04|2650|L374TH-14|47708129497|A|01||||V|3.120|7.290|7.290|7.290||7.990|7.990|7.990||BTC0002|20|30|20050904|99999999|||LAZER TREBLE HOOK|1.9|1.9|.4|.010|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|1676|BRONZE|14 20PK|Y|N|N|Y|F|||||||
C|701|185656|58038421|LAZER SPIN BAIT HK|135-00765|1062489||100|135|20|50|FISHING|TERMINAL TACKLE|HOOKS|SPECIALTY|F04|2650|L253 1/0|47708578417|A|01||||V|5.330|12.290|12.290|12.290||.000|.000|.000||BTC0002|7|5|20050925|99999999|||LAZER SPIN BAIT HK|5.5|2.9|1.7|2.000|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|1302061533|NICKEL|1/0 100PK|N|N|N|N||||||||
C|701|186347|49195608|O'SHAUGHNESSY HOOK|185-00609|1062379||151|180|40|10|SALTWATER FISHING|TERMINAL|HOOKS|HOOKS|F04|3508|94151-NI-8-100|23534152564|A|01||||V|4.010|7.990|7.990|7.990||9.990|9.990|9.990||BTC0002|||99999999|99999999|||PT BENT O'SHAUGHNE|2.4|1.8|.8|2.000|S|CN|CHINA|EAR99|N|N|N|N|N|N|N|N|N|N|Y|Y|Y||N|N|Y|N|N||N|||.00000|380172836|!NICKEL PLATED|8   100PK|N|N|N|N||||||||
C|701|186361|49245004|O'SHAUGHNESSY HOOK|185-28602|1073459||151|180|40|10|SALTWATER FISHING|TERMINAL|HOOKS|HOOKS|F04|3508|3407-DT-4-100|23534055438|A|01||||V|5.000|10.490|10.490|10.490||13.190|13.190|13.190||BTC0002|10|20|20050814|99999999|||O'SHAUGHNESSY HOOK|5.1|3.0|1.9|10.000|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|8028|DURATIN|4-100PK|Y|N|N|Y|F|||||||
C|701|186362|49245002|O'SHAUGHNESSY HOOK|185-28602|1073459||151|180|40|10|SALTWATER FISHING|TERMINAL|HOOKS|HOOKS|F04|3508|3407-DT-2-100|23534055308|A|01||||V|5.000|10.290|10.290|10.290||12.890|12.890|12.890||BTC0002|25|10|20050814|99999999|||O'SHAUGHNESSY HOOK|2.4|1.8|.8|2.000|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|8028|DURATIN|2-100PK|Y|N|N|Y|F|||||||
C|701|186363|49245001|O'SHAUGHNESSY HOOK|185-28602|1073459||151|180|40|10|SALTWATER FISHING|TERMINAL|HOOKS|HOOKS|F04|3508|3407-DT-1-100|23534055230|A|01||||V|5.000|10.490|10.490|10.490||13.190|13.190|13.190||BTC0002|17||20050828|99999999|||O'SHAUGHNESSY HOOK|2.4|1.8|.8|2.000|G|CN|CHINA|EAR99|Y|Y|N|N|Y|N|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|8028|DURATIN|1-100PK|Y|N|N|Y|F|||||||
C|701|186391|49316929|O'SHAUGHNESY HOOKS|185-20320|1069130||151|180|40|10|SALTWATER FISHING|TERMINAL|HOOKS|HOOKS|F04|3508|3412-DT-9/0-2|23534059726|A|01||||V|2.270|4.990|4.990|4.990||6.290|6.290|6.290||BTC0002|11|30|20050911|99999999|||O'SHAUGHNESY HOOKS|2.4|1.8|.8|2.000|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|380186386|DURATIN|9/0  2PK|Y|N|N|Y|F|||||||
C|701|186424|49342022|DBL LIVE BAIT HOOK|135-07048|1063769||100|135|20|50|FISHING|TERMINAL TACKLE|HOOKS|SPECIALTY|F04|3508|7904-BR-2/0-5|23534113688|A|01||||V|5.430|12.990|12.990|12.990||16.290|16.290|16.290||BTC0002|16||20050814|99999999|||DBL LIVE BAIT HOOK|4.5|2.8|1.4|2.300|G|CN|CHINA|EAR99|Y|Y|N|N|Y|N|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|30047|BRONZE|2/0  5PK|Y|N|N|Y|F|||||||
C|701|186426|49342001|DBL LIVE BAIT HOOK|135-07048|1063769||100|135|20|50|FISHING|TERMINAL TACKLE|HOOKS|SPECIALTY|F04|3508|7904-BR-1-5|23534113398|A|01||||V|4.880|12.990|12.990|12.990||16.290|16.290|16.290||BTC0002|8|50|20050814|99999999|||DBL LIVE BAIT HOOK|4.0|1.6|1.0|.960|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|30047|BRONZE|1    5PK|Y|N|N|Y|F|||||||
C|701|188476|49340023|WORM HOOK|135-03237|1063044||100|135|20|10|FISHING|TERMINAL TACKLE|HOOKS|WORM|F04|3508|33637-BU-3/0-10|23534277793|A|01||||V|6.400|13.990|13.990|13.990||17.490|17.490|17.490||BTC0002|13|10|20050814|99999999|||WORM HOOK|4.0|2.8|1.4|3.680|G|CN|CHINA|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|30046|BLUED|3/0  100PK|Y|N|N|Y|F|||||||
C|701|189734|22005232|CULPRIT WORM|132-03707|1063087||100|132|20|10|FISHING|SOFTBAITS|BRANDED SOFTBAITS|BRANDED WORMS|F02|3192|C1010-32|43394010323|A|01||||V|2.780|5.290|5.290|5.290||6.490|6.490|6.490||BTC0002|34|36|20050814|99999999|||CULPRIT WORM|7.4|4.0|1.0|2.880|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|10212717|PPKNSD|10" 10PK|Y|N|N|Y|F|||||||
C|701|190265|45551801|ABERDEEN JIG HOOKS|135-00750|1062481||100|135|20|20|FISHING|TERMINAL TACKLE|HOOKS|ABERDEEN|F04|2650|575 1|47708036511|A|01||||V|5.270|11.990|11.990|11.990||.000|.000|.000||BTC0002|21|5|20050814|99999999|||ABERDEEN JIG HOOKS|1.8|1.8|.8|.770|G|US|UNITED STATES|EAR99|Y|Y|N|N|Y|Y|N|N|N|N|Y|Y|N||Y|N|Y|N|N||N||F|.00000|1302061451|GOLD|1   100PK|N|N|N|N||||||||
